participant,gender,session,run,collisions,duration,distance,cumrun,fluency,absorption,flow,pi1,pi2,pi3,comp1,comp2,comp3
12,male,2,5,20,178.1087949,24198.7676,10,3.25,3.8,3.555555556,5,3,2,3,5,4
12,male,3,1,11,177.4633442,24197.2536,11,2.5,3.4,3,5,3,3,NA,NA,NA
12,male,3,2,11,166.1555898,24197.03,12,4.25,4.6,4.444444444,5,4,2,NA,NA,NA
12,male,3,3,18,163.1017582,24197.582,13,4.5,4.6,4.555555556,4,2,2,NA,NA,NA
12,male,3,4,14,171.1063491,24198.8676,14,3,5,4.111111111,4,2,1,NA,NA,NA
12,male,3,5,11,163.3580713,24197.6048,15,6,6,6,5,2,2,3,6,4
12,male,4,1,12,172.0897155,24197.9764,16,3.75,5,4.444444444,5,2,1,NA,NA,NA
12,male,4,2,10,173.0052709,24198.3136,17,3,3.8,3.444444444,5,4,2,NA,NA,NA
12,male,4,3,10,165.1722208,24198.2656,18,4.25,3.8,4,5,2,2,NA,NA,NA
12,male,4,4,13,168.7835619,24196.6828,19,3.75,4.2,4,5,2,2,NA,NA,NA
12,male,4,5,10,177.0225302,24196.5508,20,2.75,4.2,3.555555556,5,2,2,3,5,5
12,male,5,1,5,168.5971014,24199.514,21,5,4.6,4.777777778,5,2,2,NA,NA,NA
12,male,5,2,11,160.9335966,24197.706,22,5.75,5.4,5.555555556,5,4,2,NA,NA,NA
12,male,5,3,11,163.5276588,24197.8272,23,5,5,5,5,4,2,NA,NA,NA
12,male,5,4,8,167.9697786,24197.9536,24,3.75,4,3.888888889,5,4,2,NA,NA,NA
12,male,5,5,8,166.0878099,24198.0724,25,3.75,4.2,4,4,4,2,3,5,4
12,male,6,1,4,161.6290139,24197.8628,26,6,5.2,5.555555556,5,3,2,NA,NA,NA
12,male,6,2,7,163.8161689,24198.7352,27,4.25,5.8,5.111111111,5,3,2,NA,NA,NA
12,male,6,3,10,170.3437228,24196.4844,28,3,3.4,3.222222222,4,3,2,NA,NA,NA
12,male,6,4,12,173.0564681,24198.0832,29,2.75,3,2.888888889,4,3,3,NA,NA,NA
12,male,6,5,10,160.1709099,24197.9184,30,4.75,5.2,5,5,5,3,2,6,4
12,male,7,1,12,166.6984592,24197.1292,31,2,3.4,2.777777778,4,3,2,NA,NA,NA
12,male,7,2,7,167.1562389,24196.7572,32,2.5,3,2.777777778,4,3,2,NA,NA,NA
12,male,7,3,4,160.0003703,24198.2528,33,4.75,4.8,4.777777778,4,4,2,NA,NA,NA
12,male,7,4,9,179.9739816,24197.6656,34,3.75,4.2,4,5,3,3,NA,NA,NA
12,male,7,5,5,167.5292503,24196.9496,35,3.5,4.4,4,5,3,2,4,4,4
12,male,8,1,13,173.6154658,24196.8688,36,2,4,3.111111111,4,3,2,NA,NA,NA
12,male,8,2,9,161.4250862,24196.484,37,5,5,5,5,3,2,NA,NA,NA
12,male,8,3,8,161.4410455,24197.532,38,4.25,5,4.666666667,5,3,2,NA,NA,NA
12,male,8,4,11,172.9881453,24199.0032,39,3.5,4,3.777777778,4,3,2,NA,NA,NA
12,male,8,5,10,168.0872598,24197.636,40,3,4.2,3.666666667,5,4,3,3,5,5
13,male,1,1,24,227.9049307,24197.8196,1,4.25,5.2,4.777777778,6,4,3,NA,NA,NA
13,male,1,2,25,211.2723836,24196.4348,2,4.25,5.4,4.888888889,5,3,2,NA,NA,NA
13,male,1,3,14,178.4311497,24197.5776,3,5.5,6,5.777777778,6,3,2,NA,NA,NA
13,male,1,4,23,198.9124108,24197.4176,4,4.5,5,4.777777778,5,3,2,NA,NA,NA
13,male,1,5,20,180.6691725,24196.6824,5,4.5,4.8,4.666666667,5,3,2,5,4,4
13,male,2,1,18,166.5117972,24197.5772,6,5.25,5.4,5.333333333,6,3,2,NA,NA,NA
13,male,2,2,24,177.5153817,24196.6272,7,5,5,5,5,3,2,NA,NA,NA
13,male,2,3,18,181.2623639,24198.3224,8,4,4.6,4.333333333,5,3,2,NA,NA,NA
13,male,2,4,14,178.9565266,24198.9124,9,4.5,4.8,4.666666667,5,3,2,NA,NA,NA
13,male,2,5,11,170.8691484,24198.0556,10,5.5,5.8,5.666666667,5,3,2,5,5,4
13,male,3,1,14,180.2281324,24198.196,11,4,4.8,4.444444444,5,3,2,NA,NA,NA
13,male,3,2,13,175.4808229,24196.9548,12,4.75,4.2,4.444444444,5,3,2,NA,NA,NA
13,male,3,3,9,182.1260547,24197.588,13,4,4.2,4.111111111,5,3,2,NA,NA,NA
13,male,3,4,11,171.5642916,24197.6244,14,4.25,5,4.666666667,5,3,2,NA,NA,NA
13,male,3,5,16,190.1805185,24198.3684,15,3.25,3.8,3.555555556,5,3,2,4,3,4
13,male,4,1,14,172.5646161,24197.4716,16,5,5,5,5,3,2,NA,NA,NA
13,male,4,2,17,170.920021,24197.866,17,4.25,4.4,4.333333333,5,3,2,NA,NA,NA
13,male,4,3,14,174.3787664,24196.5604,18,4.25,4.8,4.555555556,5,3,2,NA,NA,NA
13,male,4,4,14,165.6810225,24196.786,19,5.5,5.4,5.444444444,5,3,3,NA,NA,NA
13,male,4,5,15,162.7478651,24196.7528,20,5.5,5.6,5.555555556,5,3,2,4,5,4
13,male,5,1,17,190.2481511,24198.2512,21,3,4,3.555555556,5,3,2,NA,NA,NA
13,male,5,2,11,166.8507138,24197.4844,22,5.25,5,5.111111111,5,3,2,NA,NA,NA
13,male,5,3,15,173.885916,24198.7496,23,4.25,5,4.666666667,5,3,2,NA,NA,NA
13,male,5,4,14,171.5132601,24196.7268,24,4.25,5,4.666666667,5,3,2,NA,NA,NA
13,male,5,5,15,173.6495441,24197.2188,25,4,5,4.555555556,5,3,2,4,4,4
13,male,6,1,14,168.7499826,24199.052,26,4.25,4.4,4.333333333,5,3,2,NA,NA,NA
13,male,6,2,12,173.0056093,24197.4148,27,4,4.2,4.111111111,5,3,2,NA,NA,NA
13,male,6,3,15,171.4617319,24197.5248,28,4.25,5,4.666666667,5,3,2,NA,NA,NA
13,male,6,4,10,172.0391893,24196.4848,29,4.25,4.4,4.333333333,5,3,2,NA,NA,NA
13,male,6,5,11,169.1738527,24197.4552,30,5,5,5,5,3,2,4,5,4
13,male,7,1,23,169.0212548,24196.5168,31,4,4.8,4.444444444,5,3,2,NA,NA,NA
13,male,7,2,16,174.7349853,24197.4724,32,4,4.2,4.111111111,5,3,2,NA,NA,NA
13,male,7,3,9,164.8494065,24197.0532,33,6,5.8,5.888888889,5,3,2,NA,NA,NA
13,male,7,4,11,172.446101,24196.84,34,4.25,4.2,4.222222222,5,3,2,NA,NA,NA
13,male,7,5,8,168.0378807,24197.3732,35,5,5,5,5,3,2,4,5,4
13,male,8,1,7,164.6806544,24198.2624,36,5,6,5.555555556,5,3,2,NA,NA,NA
13,male,8,2,13,167.2737208,24196.628,37,4,4,4,5,3,2,NA,NA,NA
13,male,8,3,13,174.2600435,24197.4552,38,3,4,3.555555556,5,3,2,NA,NA,NA
13,male,8,4,10,173.1240764,24199.1384,39,4,4,4,5,3,2,NA,NA,NA
13,male,8,5,24,170.8182434,24198.2896,40,3,4,3.555555556,5,3,2,4,5,4
14,male,1,1,23,206.4901646,24197.4512,1,3.25,4.4,3.888888889,6,2,2,NA,NA,NA
14,male,1,2,25,243.82539,24198.0608,2,4,5,4.555555556,6,3,2,NA,NA,NA
14,male,1,3,17,186.3489899,24197.1044,3,4.25,4.6,4.444444444,6,3,2,NA,NA,NA
14,male,1,4,25,176.2270416,24197.7152,4,3.25,5,4.222222222,6,2,2,NA,NA,NA
14,male,1,5,14,182.822416,24197.3848,5,4.25,4.8,4.555555556,6,2,2,4,3,4
14,male,2,1,15,196.4028821,24196.7512,6,3.5,4,3.777777778,6,2,2,NA,NA,NA
14,male,2,2,14,177.1423799,24198.2492,7,4.25,4.4,4.333333333,6,1,2,NA,NA,NA
14,male,2,3,17,202.6082919,24197.356,8,3.5,4.4,4,6,1,2,NA,NA,NA
14,male,2,4,15,178.6174362,24198.734,9,4.25,5,4.666666667,6,1,2,NA,NA,NA
14,male,2,5,15,176.9897866,24198.224,10,3.75,4.8,4.333333333,6,1,2,3,4,4
14,male,3,1,11,182.737236,24196.778,11,4.25,4.4,4.333333333,6,2,3,NA,NA,NA
14,male,3,2,12,175.0059165,24198.3764,12,5,4.6,4.777777778,6,2,1,NA,NA,NA
14,male,3,3,12,186.6697222,24197.622,13,4.5,4.8,4.666666667,6,1,2,NA,NA,NA
14,male,3,4,12,177.8712514,24197.4396,14,4.5,4.8,4.666666667,6,1,2,NA,NA,NA
14,male,3,5,9,171.1572087,24196.9488,15,5.25,4.8,5,6,1,2,3,5,4
14,male,4,1,9,170.2586154,24198.2092,16,4.75,4.8,4.777777778,6,1,2,NA,NA,NA
14,male,4,2,9,166.3929563,24199.048,17,4.75,5.4,5.111111111,6,1,2,NA,NA,NA
14,male,4,3,14,179.7871303,24196.772,18,4.5,5.2,4.888888889,6,1,2,NA,NA,NA
14,male,4,4,9,166.9524594,24198.1276,19,4.5,5.2,4.888888889,6,1,2,NA,NA,NA
14,male,4,5,13,173.2934967,24197.3496,20,4.5,5,4.777777778,6,1,2,3,6,4
14,male,5,1,14,171.9540795,24199.0352,21,4,4.8,4.444444444,6,1,2,NA,NA,NA
14,male,5,2,11,180.4653171,24199.2876,22,4.5,4.8,4.666666667,6,1,2,NA,NA,NA
14,male,5,3,9,162.2729748,24198.7108,23,5,4.6,4.777777778,6,1,2,NA,NA,NA
14,male,5,4,10,170.8689866,24197.4184,24,5,5,5,6,1,2,NA,NA,NA
14,male,5,5,12,171.1741684,24197.8468,25,5,4.8,4.888888889,6,1,2,2,6,4
14,male,6,1,14,180.6348643,24196.5784,26,4,4.6,4.333333333,6,1,3,NA,NA,NA
14,male,6,2,15,178.2781672,24199.2768,27,4,4.8,4.444444444,6,1,3,NA,NA,NA
14,male,6,3,13,163.8148507,24198.0836,28,5.25,5.4,5.333333333,6,1,3,NA,NA,NA
14,male,6,4,10,165.0535403,24198.912,29,4.5,5.2,4.888888889,7,1,2,NA,NA,NA
14,male,6,5,9,173.902871,24197.0544,30,4.5,5,4.777777778,6,1,3,3,5,4
14,male,7,1,10,167.4441291,24196.8204,31,4.75,5.2,5,7,1,2,NA,NA,NA
14,male,7,2,12,170.9028937,24197.91,32,4.5,5.4,5,7,2,2,NA,NA,NA
14,male,7,3,16,169.783886,24198.0972,33,4.5,5.2,4.888888889,7,1,2,NA,NA,NA
14,male,7,4,10,164.3923075,24196.7184,34,5,5.4,5.222222222,7,2,2,NA,NA,NA
14,male,7,5,14,170.6136659,24197.4172,35,4.5,5.2,4.888888889,7,2,3,3,5,4
14,male,8,1,14,173.5311571,24196.9808,36,4.75,5.2,5,7,2,2,NA,NA,NA
14,male,8,2,12,173.6159348,24196.9888,37,4.5,5.2,4.888888889,7,2,3,NA,NA,NA
14,male,8,3,11,170.1741348,24198.1076,38,4.5,5.2,4.888888889,7,2,2,NA,NA,NA
14,male,8,4,10,171.970343,24198.7788,39,4.5,5.2,4.888888889,7,2,2,NA,NA,NA
14,male,8,5,10,167.5461579,24197.8272,40,4.75,5.2,5,7,2,2,3,6,4
15,male,1,1,26,226.4295995,24197.3192,1,4.75,6.2,5.555555556,6,2,1,NA,NA,NA
15,male,1,2,19,211.6620826,24197.2144,2,4.75,6.6,5.777777778,6,2,1,NA,NA,NA
15,male,1,3,13,179.3803975,24197.5772,3,5.5,6.6,6.111111111,6,1,1,NA,NA,NA
15,male,1,4,16,192.3168054,24196.8156,4,5.75,6.8,6.333333333,6,1,1,NA,NA,NA
15,male,1,5,15,184.7889297,24197.6352,5,5.25,6.6,6,7,2,1,4,4,3
15,male,2,1,17,176.0568887,24199.2952,6,5,7,6.111111111,5,1,1,NA,NA,NA
15,male,2,2,14,189.0950265,24198.932,7,5,7,6.111111111,4,1,1,NA,NA,NA
15,male,2,3,11,171.003415,24197.2848,8,4.25,6.8,5.666666667,7,1,1,NA,NA,NA
15,male,2,4,13,179.0748194,24198.4952,9,4.25,6.6,5.555555556,6,1,1,NA,NA,NA
15,male,2,5,18,165.5948872,24197.3504,10,4.25,6.4,5.444444444,7,1,1,6,2,4
15,male,3,1,16,169.4447908,24199.408,11,5.25,6.4,5.888888889,7,2,1,NA,NA,NA
15,male,3,2,15,166.6133669,24197.9984,12,4,6.8,5.555555556,7,2,1,NA,NA,NA
15,male,3,3,10,163.391982,24198.832,13,4,7,5.666666667,7,2,1,NA,NA,NA
15,male,3,4,12,176.1757916,24197.2016,14,4.25,7,5.777777778,7,2,1,NA,NA,NA
15,male,3,5,12,170.9028934,24196.4952,15,4.25,7,5.777777778,7,1,1,5,2,3
15,male,4,1,17,175.155516,24196.8284,16,3.25,6.8,5.222222222,6,1,1,NA,NA,NA
15,male,4,2,15,171.746636,24198.4772,17,4.25,7,5.777777778,7,1,1,NA,NA,NA
15,male,4,3,14,208.4733985,24198.2804,18,4.25,6.6,5.555555556,7,1,1,NA,NA,NA
15,male,4,4,11,170.8460449,24197.2512,19,3.75,7,5.555555556,7,1,1,NA,NA,NA
15,male,4,5,17,167.6745292,24197.1512,20,3.25,7,5.333333333,7,1,1,6,2,3
15,male,5,1,14,178.4309314,24199.3548,21,3.75,6.6,5.333333333,7,1,1,NA,NA,NA
15,male,5,2,15,180.8554495,24197.5736,22,3.25,6.4,5,6,1,1,NA,NA,NA
15,male,5,3,10,168.7488213,24196.5608,23,3.75,6.8,5.444444444,7,1,1,NA,NA,NA
15,male,5,4,10,170.2587804,24199.0132,24,5.5,6.8,6.222222222,7,1,1,NA,NA,NA
15,male,5,5,12,170.7165614,24197.2648,25,3.25,6.2,4.888888889,6,2,1,5,2,4
15,male,6,1,8,165.9351804,24198.76,26,4.25,6.6,5.555555556,6,1,1,NA,NA,NA
15,male,6,2,12,165.9012714,24196.7384,27,3.5,6.6,5.222222222,7,1,1,NA,NA,NA
15,male,6,3,10,164.7822673,24196.802,28,5,6.8,6,7,1,1,NA,NA,NA
15,male,6,4,9,183.4662921,24197.01,29,4.75,7,6,6,1,1,NA,NA,NA
15,male,6,5,18,172.0897223,24196.4752,30,3.5,6.6,5.222222222,7,2,1,6,2,4
15,male,7,1,16,183.7714736,24197.3724,31,4.75,6.8,5.888888889,6,1,1,NA,NA,NA
15,male,7,2,14,167.1220051,24197.7152,32,4,6.6,5.444444444,7,1,1,NA,NA,NA
15,male,7,3,11,169.8676615,24198.65,33,4.25,6.6,5.555555556,7,1,1,NA,NA,NA
15,male,7,4,10,164.4940352,24197.3976,34,4.5,6.8,5.777777778,6,1,1,NA,NA,NA
15,male,7,5,6,168.6479257,24197.1332,35,4.25,7,5.777777778,7,2,1,5,3,4
15,male,8,1,4,164.0532541,24199.6252,36,5.25,6.8,6.111111111,7,1,1,NA,NA,NA
15,male,8,2,5,164.2058473,24197.1172,37,5,7,6.111111111,7,1,1,NA,NA,NA
15,male,8,3,9,166.8338142,24197.9484,38,4.25,6.8,5.666666667,7,1,1,NA,NA,NA
15,male,8,4,6,164.2736638,24198.6932,39,5.5,7,6.333333333,7,1,1,NA,NA,NA
15,male,8,5,10,167.3085483,24198.6292,40,5,6.8,6,7,2,1,6,2,4
16,female,1,1,38,413.3205303,24196.4916,1,3.5,2.8,3.111111111,7,5,5,NA,NA,NA
16,female,1,2,38,241.6865719,24196.4216,2,2,3.2,2.666666667,7,5,6,NA,NA,NA
16,female,1,3,28,250.0302575,24198.0968,3,3,3,3,7,5,6,NA,NA,NA
16,female,1,4,32,250.3863037,24197.36,4,3.5,3.2,3.333333333,7,6,6,NA,NA,NA
16,female,1,5,42,223.8183689,24197.5012,5,3.25,3.6,3.444444444,7,7,6,3,4,4
16,female,2,1,43,242.8753915,24196.9776,6,3,2.6,2.777777778,6,6,6,NA,NA,NA
16,female,2,2,36,244.1809014,24197.0876,7,3.5,3.8,3.666666667,7,6,5,NA,NA,NA
16,female,2,3,29,215.3410371,24198.1472,8,4,4.6,4.333333333,7,6,4,NA,NA,NA
16,female,2,4,37,210.678505,24197.5404,9,3,3.6,3.333333333,6,6,6,NA,NA,NA
16,female,2,5,31,199.1154327,24196.8968,10,4.5,4.6,4.555555556,7,7,5,3,3,4
16,female,3,1,28,234.2798378,24197.676,11,5,5.2,5.111111111,7,6,4,NA,NA,NA
16,female,3,2,35,197.8781324,24196.4668,12,4.25,4.8,4.555555556,7,6,6,NA,NA,NA
16,female,3,3,23,207.0845252,24196.7332,13,5.5,5.8,5.666666667,7,6,5,NA,NA,NA
16,female,3,4,28,218.3932986,24197.3912,14,3.25,3.6,3.444444444,7,6,7,NA,NA,NA
16,female,3,5,24,210.2380934,24197.416,15,4.75,5,4.888888889,7,6,6,2,5,4
16,female,4,1,27,202.032032,24196.7232,16,5,3.8,4.333333333,7,6,5,NA,NA,NA
16,female,4,2,27,241.0956224,24196.9452,17,2.75,3.4,3.111111111,6,6,5,NA,NA,NA
16,female,4,3,17,199.5057805,24198.1456,18,5.25,4.8,5,7,6,5,NA,NA,NA
16,female,4,4,23,202.778037,24196.832,19,4.75,4.8,4.777777778,7,6,6,NA,NA,NA
16,female,4,5,17,185.1112548,24198.8548,20,6,5.4,5.666666667,7,6,5,3,5,4
16,female,5,1,25,200.5569684,24197.0832,21,4.5,4.4,4.444444444,7,6,4,NA,NA,NA
16,female,5,2,22,189.0108303,24197.6904,22,5.25,5.2,5.222222222,7,6,5,NA,NA,NA
16,female,5,3,23,189.0267888,24196.9048,23,5.5,5.8,5.666666667,7,6,5,NA,NA,NA
16,female,5,4,26,194.0124616,24198.1648,24,4,4.8,4.444444444,7,5,6,NA,NA,NA
16,female,5,5,17,199.1497358,24197.4484,25,4.5,4.4,4.444444444,7,6,6,3,5,4
16,female,6,1,23,202.4046374,24196.4788,26,4.75,4.6,4.666666667,7,6,6,NA,NA,NA
16,female,6,2,18,198.9967527,24198.0184,27,4.25,4.8,4.555555556,7,6,5,NA,NA,NA
16,female,6,3,21,196.1653256,24197.138,28,5.25,5.6,5.444444444,7,6,6,NA,NA,NA
16,female,6,4,19,178.2781677,24197.3964,29,5.5,5.8,5.666666667,7,6,4,NA,NA,NA
16,female,6,5,21,184.127524,24197.0064,30,5.5,5.2,5.333333333,7,6,6,3,5,4
16,female,7,1,32,214.3747783,24197.1332,31,2.25,2.6,2.444444444,5,4,5,NA,NA,NA
16,female,7,2,21,195.0803711,24196.9192,32,2.25,3.2,2.777777778,7,6,6,NA,NA,NA
16,female,7,3,24,185.990674,24198.5936,33,4.5,4,4.222222222,7,6,5,NA,NA,NA
16,female,7,4,18,183.1931581,24197.4668,34,5.25,4.8,5,7,6,6,NA,NA,NA
16,female,7,5,17,184.9065812,24197.0104,35,4.75,4.8,4.777777778,7,6,6,3,5,4
16,female,8,1,21,195.38522,24198.4384,36,3,3.8,3.444444444,7,5,6,NA,NA,NA
16,female,8,2,18,182.7201069,24198.3748,37,4.5,4.8,4.666666667,7,5,6,NA,NA,NA
16,female,8,3,14,176.6154402,24198.7432,38,5,5.4,5.222222222,7,5,5,NA,NA,NA
16,female,8,4,20,198.0979681,24198.7892,39,3.5,3.8,3.666666667,7,5,6,NA,NA,NA
16,female,8,5,20,183.0252908,24197.4628,40,4.75,5,4.888888889,7,6,6,4,5,4
17,female,1,1,38,277.5985209,24197.6228,1,5,6,5.555555556,6,7,4,NA,NA,NA
17,female,1,2,27,220.0374759,24197.9232,2,5.25,7,6.222222222,7,7,4,NA,NA,NA
17,female,1,3,37,238.9419112,24196.5392,3,5,6.6,5.888888889,7,7,4,NA,NA,NA
17,female,1,4,20,219.6983818,24197.8996,4,6,7,6.555555556,7,7,4,NA,NA,NA
17,female,1,5,26,205.3198456,24198.3572,5,6,7,6.555555556,7,7,4,3,3,4
17,female,2,1,28,207.9996687,24197.2864,6,5.25,5.4,5.333333333,7,7,3,NA,NA,NA
17,female,2,2,21,204.981744,24197.2656,7,5.75,6.2,6,7,7,3,NA,NA,NA
17,female,2,3,17,198.4202946,24197.8764,8,6.25,6.4,6.333333333,7,7,3,NA,NA,NA
17,female,2,4,26,205.185199,24197.2092,9,5,6.2,5.666666667,7,7,3,NA,NA,NA
17,female,2,5,21,224.9882286,24198.184,10,4.75,5.8,5.333333333,7,7,3,5,3,4
17,female,3,1,22,204.7607348,24197.4908,11,5,6.2,5.666666667,7,7,3,NA,NA,NA
17,female,3,2,26,188.3495976,24197.0832,12,5,6.2,5.666666667,7,7,4,NA,NA,NA
17,female,3,3,20,186.0776705,24198.4756,13,5.25,6.2,5.777777778,7,7,4,NA,NA,NA
17,female,3,4,22,194.7584706,24196.4916,14,4.5,6.2,5.444444444,7,7,4,NA,NA,NA
17,female,3,5,26,206.7284778,24197.3848,15,4.25,5.4,4.888888889,7,7,3,4,3,5
17,female,4,1,23,200.7993209,24198.074,16,4.25,5.6,5,7,7,3,NA,NA,NA
17,female,4,2,23,188.5869623,24197.5652,17,4.5,5.8,5.222222222,7,7,3,NA,NA,NA
17,female,4,3,23,176.3117706,24198.4924,18,6.25,6.6,6.444444444,7,7,4,NA,NA,NA
17,female,4,4,21,186.1285382,24198.046,19,5,7,6.111111111,7,7,3,NA,NA,NA
17,female,4,5,21,199.9805103,24197.768,20,3.5,6,4.888888889,7,7,5,4,4,4
17,female,5,1,18,195.724885,24197.8752,21,4,5.8,5,7,7,2,NA,NA,NA
17,female,5,2,20,198.8784598,24196.9476,22,4.25,5.8,5.111111111,7,7,3,NA,NA,NA
17,female,5,3,21,182.0933219,24198.3564,23,4.5,6.4,5.555555556,7,7,3,NA,NA,NA
17,female,5,4,24,180.075711,24197.308,24,5.5,7,6.333333333,7,7,3,NA,NA,NA
17,female,5,5,15,189.9263843,24197.07,25,4.5,6.8,5.777777778,7,7,3,5,4,5
17,female,6,1,21,176.5648788,24196.9192,26,5.25,5.6,5.444444444,7,7,3,NA,NA,NA
17,female,6,2,22,190.7738855,24198.2696,27,5.5,5.4,5.444444444,7,7,5,NA,NA,NA
17,female,6,3,20,178.2433921,24196.7992,28,5.25,6,5.666666667,7,7,4,NA,NA,NA
17,female,6,4,31,183.8563796,24197.5196,29,4.25,5.2,4.777777778,7,7,5,NA,NA,NA
17,female,6,5,19,187.9763778,24197.51,30,4,4.6,4.333333333,7,7,5,6,4,5
17,female,7,1,23,195.9111456,24198.1472,31,3.25,4.6,4,7,7,5,NA,NA,NA
17,female,7,2,25,185.4491222,24197.0196,32,4,5.2,4.666666667,7,7,5,NA,NA,NA
17,female,7,3,13,194.4011858,24197.5644,33,3,3.8,3.444444444,7,7,5,NA,NA,NA
17,female,7,4,22,178.3122044,24197.9636,34,4.25,5.2,4.777777778,7,7,5,NA,NA,NA
17,female,7,5,16,178.3969809,24199.2124,35,4.75,5.2,5,7,7,5,6,3,6
17,female,8,1,23,187.1795416,24196.5888,36,3.5,4.8,4.222222222,7,7,5,NA,NA,NA
17,female,8,2,20,206.6265447,24197.0272,37,3,3.6,3.333333333,7,6,6,NA,NA,NA
17,female,8,3,13,180.4824452,24198.9748,38,5.25,5.8,5.555555556,7,7,4,NA,NA,NA
17,female,8,4,17,176.8361958,24197.9444,39,5.5,6.6,6.111111111,7,7,4,NA,NA,NA
17,female,8,5,19,181.4488646,24198.754,40,4.5,5.8,5.222222222,7,7,6,5,3,5
18,female,1,1,29,279.5655294,24196.7476,1,6,5,5.444444444,4,2,1,NA,NA,NA
18,female,1,2,29,241.8074836,24197.832,2,5,5.8,5.444444444,4,2,1,NA,NA,NA
18,female,1,3,26,222.0383391,24198.2176,3,5.5,6,5.777777778,4,3,1,NA,NA,NA
18,female,1,4,28,239.9763814,24197.5332,4,5.75,5.8,5.777777778,3,3,1,NA,NA,NA
18,female,1,5,24,221.987476,24196.4392,5,5.75,4.8,5.222222222,4,2,1,2,5,4
18,female,2,1,23,215.188655,24196.5296,6,5.75,4.6,5.111111111,3,2,1,NA,NA,NA
18,female,2,2,25,229.5831686,24197.0348,7,5.25,4.8,5,3,2,1,NA,NA,NA
18,female,2,3,23,223.7846745,24197.3924,8,5,5,5,4,2,1,NA,NA,NA
18,female,2,4,28,221.6314282,24196.6168,9,4.5,4.8,4.666666667,3,2,1,NA,NA,NA
18,female,2,5,21,223.0376674,24196.524,10,4.5,4.8,4.666666667,3,2,1,3,3,4
18,female,3,1,19,196.0976974,24198.4528,11,4.75,4.2,4.444444444,4,2,1,NA,NA,NA
18,female,3,2,18,203.5238375,24197.0224,12,4.5,4.8,4.666666667,4,2,1,NA,NA,NA
18,female,3,3,21,192.2828964,24197.2492,13,4.75,4.6,4.666666667,4,2,1,NA,NA,NA
18,female,3,4,28,203.3203872,24197.1868,14,4,4.2,4.111111111,4,2,2,NA,NA,NA
18,female,3,5,19,204.38853,24198.0076,15,4.5,4.6,4.555555556,5,2,2,5,4,4
18,female,4,1,14,191.0281173,24198.6896,16,5,4.6,4.777777778,4,3,1,NA,NA,NA
18,female,4,2,18,182.4320919,24196.5368,17,4.5,4,4.222222222,4,2,1,NA,NA,NA
18,female,4,3,22,183.6857475,24198.7792,18,4.5,4.6,4.555555556,4,2,1,NA,NA,NA
18,female,4,4,22,207.6436767,24196.5268,19,3.25,4,3.666666667,4,2,1,NA,NA,NA
18,female,4,5,17,179.5498094,24197.6028,20,4.75,5,4.888888889,4,3,1,4,4,4
18,female,5,1,27,189.6378762,24197.3932,21,3.5,4.2,3.888888889,4,3,1,NA,NA,NA
18,female,5,2,26,180.0754454,24197.5372,22,4,4.8,4.444444444,4,2,2,NA,NA,NA
18,female,5,3,15,176.2945576,24196.8828,23,4.5,4.8,4.666666667,4,2,1,NA,NA,NA
18,female,5,4,13,182.4151914,24196.8556,24,5,4.8,4.888888889,4,2,1,NA,NA,NA
18,female,5,5,15,185.3144398,24197.6248,25,4.75,4.8,4.777777778,4,2,1,4,3,5
18,female,6,1,17,189.3326914,24197.2708,26,4.75,4.8,4.777777778,5,3,1,NA,NA,NA
18,female,6,2,21,175.480733,24196.6308,27,4.25,5,4.666666667,5,3,2,NA,NA,NA
18,female,6,3,13,174.2081374,24198.7656,28,5,5,5,5,3,1,NA,NA,NA
18,female,6,4,10,172.3102146,24196.514,29,5,4.8,4.888888889,4,2,1,NA,NA,NA
18,female,6,5,17,185.1109747,24198.9772,30,4.5,4.6,4.555555556,3,2,1,3,4,4
18,female,7,1,20,199.1663946,24198.206,31,4.25,4.8,4.555555556,4,3,1,NA,NA,NA
18,female,7,2,18,198.4373427,24198.0364,32,4.25,4.6,4.444444444,4,3,2,NA,NA,NA
18,female,7,3,17,180.0574959,24197.004,33,4.25,4.6,4.444444444,4,3,2,NA,NA,NA
18,female,7,4,16,193.0457625,24199.03,34,3.75,4.8,4.333333333,4,3,2,NA,NA,NA
18,female,7,5,22,193.6052667,24197.2288,35,3.75,4.6,4.222222222,4,3,2,5,3,5
18,female,8,1,22,198.6747114,24197.934,36,4.25,4.6,4.444444444,4,3,2,NA,NA,NA
18,female,8,2,18,183.3646511,24198.0912,37,4.25,4.8,4.555555556,4,3,1,NA,NA,NA
18,female,8,3,16,195.2658318,24197.9532,38,4.25,4.8,4.555555556,4,3,1,NA,NA,NA
18,female,8,4,17,193.7578597,24197.17,39,4.25,5,4.666666667,4,3,1,NA,NA,NA
18,female,8,5,19,182.6016912,24198.4524,40,4.25,5,4.666666667,4,3,2,4,4,5
